"Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)"
" 28/ 54/ 6 (C),408.252,-5.109,29.219,-41.820,-7.109,2.800"
" 28/ 54/ 7 (C),610.626,-7.814,44.196,-63.250,-10.877,2.800"
" 28/ 54/ 8 (C),440.326,-5.651,31.847,-45.579,-7.868,2.800"
" 28/ 54/ 9 (C),417.416,-5.264,29.970,-42.894,-7.326,2.800"
" 28/ 54/ 13 (C),403.766,-7.879,26.235,-37.783,-10.937,2.800"
" 28/ 54/ 14 (C),398.993,-2.106,31.077,-44.245,-2.955,2.800"
" 28/ 87/ 6 (C),401.952,-5.109,29.219,39.994,7.195,2.800"
" 28/ 87/ 7 (C),602.121,-7.814,44.196,60.498,11.003,2.800"
" 28/ 87/ 8 (C),434.026,-5.651,31.847,43.593,7.955,2.800"
" 28/ 87/ 9 (C),411.116,-5.264,29.970,41.022,7.412,2.800"
" 28/ 87/ 13 (C),397.466,-7.879,26.235,35.675,11.125,2.800"
" 28/ 87/ 14 (C),392.693,-2.106,31.077,42.770,2.940,2.800"
" 29/ 85/ 6 (C),-0.000,0.000,39.883,57.511,0.000,2.150"
" 29/ 85/ 7 (C),-0.000,0.000,59.572,87.630,0.000,2.150"
" 29/ 85/ 8 (C),-0.000,0.000,42.639,63.539,0.000,2.150"
" 29/ 85/ 9 (C),-0.000,0.000,40.671,59.234,0.000,2.150"
" 29/ 85/ 13 (C),-0.000,0.000,42.322,55.210,0.000,2.150"
" 29/ 85/ 14 (C),0.000,0.000,36.263,57.230,0.000,2.150"
" 29/ 86/ 6 (C),-0.000,0.000,19.692,121.555,-0.000,2.150"
" 29/ 86/ 7 (C),-0.000,0.000,29.783,183.687,-0.000,2.150"
" 29/ 86/ 8 (C),-0.000,0.000,20.830,131.769,-0.000,2.150"
" 29/ 86/ 9 (C),-0.000,0.000,20.017,124.473,-0.000,2.150"
" 29/ 86/ 13 (C),-0.000,0.000,22.478,124.870,-0.000,2.150"
" 29/ 86/ 14 (C),0.000,0.000,16.419,113.863,-0.000,2.150"
" 30/ 77/ 6 (C),0.000,-0.000,24.759,-4.697,-0.000,3.525"
" 30/ 77/ 7 (C),0.000,-0.000,38.496,-7.278,-0.000,3.525"
" 30/ 77/ 8 (C),0.000,-0.000,28.038,-5.391,-0.000,3.525"
" 30/ 77/ 9 (C),0.000,-0.000,25.696,-4.895,-0.000,3.525"
" 30/ 77/ 13 (C),0.000,-0.000,23.440,-3.729,-0.000,3.525"
" 30/ 77/ 14 (C),0.000,0.000,24.673,-5.368,0.000,3.525"
" 30/ 86/ 6 (C),0.000,-0.000,-34.526,-21.911,0.000,3.525"
" 30/ 86/ 7 (C),0.000,-0.000,-54.111,-34.799,0.000,3.525"
" 30/ 86/ 8 (C),0.000,-0.000,-39.284,-25.212,0.000,3.525"
" 30/ 86/ 9 (C),0.000,-0.000,-35.885,-22.854,0.000,3.525"
" 30/ 86/ 13 (C),0.000,-0.000,-34.123,-22.558,0.000,3.525"
" 30/ 86/ 14 (C),0.000,0.000,-32.890,-19.851,-0.000,3.525"
" 31/ 53/ 6 (C),11.740,-11.193,-0.614,0.870,-16.953,2.800"
" 31/ 53/ 7 (C),15.844,-17.638,-0.967,1.371,-26.708,2.800"
" 31/ 53/ 8 (C),10.049,-12.793,-0.667,0.944,-19.371,2.800"
" 31/ 53/ 9 (C),11.257,-11.650,-0.629,0.892,-17.644,2.800"
" 31/ 53/ 13 (C),12.033,-11.772,-4.548,6.535,-17.785,2.800"
" 31/ 53/ 14 (C),12.171,-9.928,3.342,-4.825,-15.086,2.800"
" 31/ 86/ 6 (C),5.440,-11.193,-0.614,-0.849,14.387,2.800"
" 31/ 86/ 7 (C),7.339,-17.638,-0.967,-1.338,22.679,2.800"
" 31/ 86/ 8 (C),3.749,-12.793,-0.667,-0.922,16.450,2.800"
" 31/ 86/ 9 (C),4.957,-11.650,-0.629,-0.870,14.976,2.800"
" 31/ 86/ 13 (C),5.733,-11.772,-4.548,-6.199,15.176,2.800"
" 31/ 86/ 14 (C),5.871,-9.928,3.342,4.532,12.712,2.800"
" 32/ 84/ 6 (C),0.000,-0.000,106.342,-119.065,-0.000,1.825"
" 32/ 84/ 7 (C),0.000,-0.000,161.007,-180.418,-0.000,1.825"
" 32/ 84/ 8 (C),0.000,-0.000,116.471,-130.139,-0.000,1.825"
" 32/ 84/ 9 (C),0.000,-0.000,109.236,-122.229,-0.000,1.825"
" 32/ 84/ 13 (C),0.000,-0.000,107.528,-123.811,-0.000,1.825"
" 32/ 84/ 14 (C),0.000,0.000,100.815,-109.573,0.000,1.825"
" 32/ 85/ 6 (C),0.000,-0.000,90.552,60.600,0.000,1.825"
" 32/ 85/ 7 (C),0.000,-0.000,137.867,92.305,0.000,1.825"
" 32/ 85/ 8 (C),0.000,-0.000,99.515,66.948,0.000,1.825"
" 32/ 85/ 9 (C),0.000,-0.000,93.113,62.414,0.000,1.825"
" 32/ 85/ 13 (C),0.000,-0.000,91.988,58.248,0.000,1.825"
" 32/ 85/ 14 (C),0.000,0.000,85.275,60.233,-0.000,1.825"
" 33/ 76/ 6 (C),0.000,-0.000,10.788,58.757,-0.000,3.525"
" 33/ 76/ 7 (C),0.000,-0.000,16.917,90.395,-0.000,3.525"
" 33/ 76/ 8 (C),0.000,-0.000,12.409,65.397,-0.000,3.525"
" 33/ 76/ 9 (C),0.000,-0.000,11.251,60.654,-0.000,3.525"
" 33/ 76/ 13 (C),0.000,-0.000,10.113,57.790,-0.000,3.525"
" 33/ 76/ 14 (C),0.000,-0.000,10.768,56.878,-0.000,3.525"
" 33/ 85/ 6 (C),0.000,-0.000,-50.669,-20.360,0.000,3.525"
" 33/ 85/ 7 (C),0.000,-0.000,-78.295,-31.825,0.000,3.525"
" 33/ 85/ 8 (C),0.000,-0.000,-56.876,-23.162,0.000,3.525"
" 33/ 85/ 9 (C),0.000,-0.000,-52.442,-21.161,0.000,3.525"
" 33/ 85/ 13 (C),0.000,-0.000,-49.666,-20.458,0.000,3.525"
" 33/ 85/ 14 (C),0.000,-0.000,-49.011,-19.062,0.000,3.525"
" 34/ 83/ 6 (C),0.000,0.000,18.579,-3.863,0.000,2.000"
" 34/ 83/ 7 (C),0.000,0.000,28.317,-6.053,0.000,2.000"
" 34/ 83/ 8 (C),0.000,0.000,20.692,-4.452,0.000,2.000"
" 34/ 83/ 9 (C),0.000,0.000,19.182,-4.032,0.000,2.000"
" 34/ 83/ 13 (C),0.000,-0.000,19.932,-5.629,-0.000,2.000"
" 34/ 83/ 14 (C),0.000,0.000,16.320,-1.845,0.000,2.000"
" 34/ 84/ 6 (C),0.000,0.000,-3.240,8.870,-0.000,2.000"
" 34/ 84/ 7 (C),0.000,0.000,-4.223,13.897,-0.000,2.000"
" 34/ 84/ 8 (C),0.000,0.000,-3.099,10.134,-0.000,2.000"
" 34/ 84/ 9 (C),0.000,0.000,-3.200,9.231,-0.000,2.000"
" 34/ 84/ 13 (C),0.000,-0.000,-1.464,10.320,0.000,2.000"
" 34/ 84/ 14 (C),0.000,0.000,-5.077,6.878,-0.000,2.000"
" 35/ 51/ 6 (C),431.373,-1.947,-31.785,45.409,-2.888,2.800"
" 35/ 51/ 7 (C),644.960,-3.035,-48.188,68.836,-4.490,2.800"
" 35/ 51/ 8 (C),465.073,-2.202,-34.754,49.648,-3.259,2.800"
" 35/ 51/ 9 (C),441.002,-2.020,-32.633,46.620,-2.994,2.800"
" 35/ 51/ 13 (C),427.477,-1.235,-33.950,48.275,-1.913,2.800"
" 35/ 51/ 14 (C),420.826,-2.549,-28.347,40.726,-3.705,2.800"
" 35/ 84/ 6 (C),425.073,-1.947,-31.785,-43.589,2.563,2.800"
" 35/ 84/ 7 (C),636.455,-3.035,-48.188,-66.089,4.007,2.800"
" 35/ 84/ 8 (C),458.773,-2.202,-34.754,-47.664,2.907,2.800"
" 35/ 84/ 9 (C),434.702,-2.020,-32.633,-44.753,2.661,2.800"
" 35/ 84/ 13 (C),421.177,-1.235,-33.950,-46.784,1.547,2.800"
" 35/ 84/ 14 (C),414.526,-2.549,-28.347,-38.647,3.432,2.800"
" 36/ 82/ 6 (C),0.000,0.000,-49.167,7.658,0.000,1.225"
" 36/ 82/ 7 (C),0.000,0.000,-74.501,11.771,0.000,1.225"
" 36/ 82/ 8 (C),0.000,0.000,-53.870,8.657,0.000,1.225"
" 36/ 82/ 9 (C),0.000,0.000,-50.511,7.943,0.000,1.225"
" 36/ 82/ 13 (C),0.000,-0.000,-44.691,9.118,-0.000,1.225"
" 36/ 82/ 14 (C),0.000,0.000,-51.627,5.769,0.000,1.225"
" 36/ 83/ 6 (C),0.000,0.000,-61.507,-58.736,0.000,1.225"
" 36/ 83/ 7 (C),0.000,0.000,-92.803,-88.485,0.000,1.225"
" 36/ 83/ 8 (C),0.000,0.000,-67.261,-63.927,0.000,1.225"
" 36/ 83/ 9 (C),0.000,0.000,-63.151,-60.219,0.000,1.225"
" 36/ 83/ 13 (C),0.000,-0.000,-56.806,-51.701,0.000,1.225"
" 36/ 83/ 14 (C),0.000,0.000,-63.742,-63.546,-0.000,1.225"
" 37/ 50/ 6 (C),373.198,0.674,9.544,-13.771,0.874,2.800"
" 37/ 50/ 7 (C),560.889,0.961,14.302,-20.636,1.247,2.800"
" 37/ 50/ 8 (C),403.319,0.706,10.346,-14.927,0.916,2.800"
" 37/ 50/ 9 (C),381.804,0.683,9.773,-14.102,0.886,2.800"
" 37/ 50/ 13 (C),362.960,1.319,7.279,-10.687,1.767,2.800"
" 37/ 50/ 14 (C),370.526,0.016,11.465,-16.361,-0.037,2.800"
" 37/ 83/ 6 (C),366.898,0.674,9.544,12.952,-1.013,2.800"
" 37/ 83/ 7 (C),552.384,0.961,14.302,19.409,-1.445,2.800"
" 37/ 83/ 8 (C),397.019,0.706,10.346,14.041,-1.062,2.800"
" 37/ 83/ 9 (C),375.504,0.683,9.773,13.263,-1.027,2.800"
" 37/ 83/ 13 (C),356.660,1.319,7.279,9.696,-1.925,2.800"
" 37/ 83/ 14 (C),364.226,0.016,11.465,15.742,-0.080,2.800"
" 38/ 81/ 6 (C),0.000,-0.000,-17.954,74.310,-0.000,2.350"
" 38/ 81/ 7 (C),0.000,-0.000,-27.240,111.903,-0.000,2.350"
" 38/ 81/ 8 (C),0.000,-0.000,-19.288,80.448,-0.000,2.350"
" 38/ 81/ 9 (C),0.000,-0.000,-18.335,76.064,-0.000,2.350"
" 38/ 81/ 13 (C),0.000,-0.000,-14.821,68.121,-0.000,2.350"
" 38/ 81/ 14 (C),-0.000,-0.000,-20.516,77.869,-0.000,2.350"
" 38/ 82/ 6 (C),0.000,-0.000,-41.093,4.930,0.000,2.350"
" 38/ 82/ 7 (C),0.000,-0.000,-61.500,7.634,0.000,2.350"
" 38/ 82/ 8 (C),0.000,-0.000,-44.359,5.663,0.000,2.350"
" 38/ 82/ 9 (C),0.000,-0.000,-42.026,5.140,0.000,2.350"
" 38/ 82/ 13 (C),0.000,-0.000,-37.546,6.590,0.000,2.350"
" 38/ 82/ 14 (C),-0.000,-0.000,-43.240,2.956,0.000,2.350"
" 39/ 73/ 6 (C),-0.000,-0.000,36.499,-27.606,-0.000,2.700"
" 39/ 73/ 7 (C),-0.000,-0.000,56.600,-42.387,-0.000,2.700"
" 39/ 73/ 8 (C),-0.000,-0.000,41.089,-30.732,-0.000,2.700"
" 39/ 73/ 9 (C),-0.000,-0.000,37.810,-28.499,-0.000,2.700"
" 39/ 73/ 13 (C),-0.000,-0.000,36.136,-28.034,-0.000,2.700"
" 39/ 73/ 14 (C),-0.000,0.000,34.894,-25.839,0.000,2.700"
" 39/ 82/ 6 (C),-0.000,-0.000,-8.074,4.259,0.000,2.700"
" 39/ 82/ 7 (C),-0.000,-0.000,-13.000,6.121,0.000,2.700"
" 39/ 82/ 8 (C),-0.000,-0.000,-9.510,4.389,0.000,2.700"
" 39/ 82/ 9 (C),-0.000,-0.000,-8.484,4.296,0.000,2.700"
" 39/ 82/ 13 (C),-0.000,-0.000,-7.145,4.810,0.000,2.700"
" 39/ 82/ 14 (C),-0.000,0.000,-8.387,3.653,-0.000,2.700"
" 40/ 80/ 6 (C),0.000,0.000,68.295,-53.830,0.000,2.675"
" 40/ 80/ 7 (C),0.000,0.000,102.757,-81.218,0.000,2.675"
" 40/ 80/ 8 (C),0.000,0.000,74.207,-58.543,0.000,2.675"
" 40/ 80/ 9 (C),0.000,0.000,69.984,-55.177,0.000,2.675"
" 40/ 80/ 13 (C),0.000,-0.000,69.087,-56.784,-0.000,2.675"
" 40/ 80/ 14 (C),0.000,0.000,64.969,-48.856,0.000,2.675"
" 40/ 81/ 6 (C),0.000,0.000,39.978,90.986,-0.000,2.675"
" 40/ 81/ 7 (C),0.000,0.000,60.612,137.288,-0.000,2.675"
" 40/ 81/ 8 (C),0.000,0.000,43.386,98.739,-0.000,2.675"
" 40/ 81/ 9 (C),0.000,0.000,40.952,93.201,-0.000,2.675"
" 40/ 81/ 13 (C),0.000,-0.000,41.307,90.868,0.000,2.675"
" 40/ 81/ 14 (C),0.000,0.000,37.189,87.781,-0.000,2.675"
" 41/ 68/ 6 (C),0.000,-0.000,38.901,-19.147,-0.000,4.325"
" 41/ 68/ 7 (C),0.000,-0.000,60.274,-29.560,-0.000,4.325"
" 41/ 68/ 8 (C),0.000,-0.000,43.914,-21.629,-0.000,4.325"
" 41/ 68/ 9 (C),0.000,-0.000,40.333,-19.856,-0.000,4.325"
" 41/ 68/ 13 (C),0.000,-0.000,39.599,-22.473,-0.000,4.325"
" 41/ 68/ 14 (C),0.000,0.000,36.054,-14.758,0.000,4.325"
" 41/ 81/ 6 (C),0.000,-0.000,-44.117,-30.429,0.000,4.325"
" 41/ 81/ 7 (C),0.000,-0.000,-68.657,-47.689,0.000,4.325"
" 41/ 81/ 8 (C),0.000,-0.000,-49.879,-34.528,0.000,4.325"
" 41/ 81/ 9 (C),0.000,-0.000,-45.764,-31.600,0.000,4.325"
" 41/ 81/ 13 (C),0.000,-0.000,-41.110,-25.742,0.000,4.325"
" 41/ 81/ 14 (C),0.000,0.000,-44.655,-33.359,-0.000,4.325"
" 42/ 48/ 6 (C),19.454,-9.006,-6.077,8.650,-13.343,2.800"
" 42/ 48/ 7 (C),27.673,-14.150,-9.244,13.154,-20.960,2.800"
" 42/ 48/ 8 (C),18.916,-10.258,-6.663,9.482,-15.196,2.800"
" 42/ 48/ 9 (C),19.300,-9.364,-6.244,8.888,-13.872,2.800"
" 42/ 48/ 13 (C),19.776,-6.869,-8.634,12.315,-10.278,2.800"
" 42/ 48/ 14 (C),19.362,-10.606,-3.269,4.629,-15.613,2.800"
" 42/ 81/ 6 (C),13.154,-9.006,-6.077,-8.365,11.873,2.800"
" 42/ 81/ 7 (C),19.168,-14.150,-9.244,-12.730,18.662,2.800"
" 42/ 81/ 8 (C),12.616,-10.258,-6.663,-9.174,13.526,2.800"
" 42/ 81/ 9 (C),13.000,-9.364,-6.244,-8.596,12.346,2.800"
" 42/ 81/ 13 (C),13.476,-6.869,-8.634,-11.860,8.955,2.800"
" 42/ 81/ 14 (C),13.062,-10.606,-3.269,-4.524,14.083,2.800"
" 43/ 67/ 6 (C),0.000,-0.000,29.466,-17.326,-0.000,4.325"
" 43/ 67/ 7 (C),0.000,-0.000,44.435,-26.258,-0.000,4.325"
" 43/ 67/ 8 (C),0.000,-0.000,32.463,-19.241,-0.000,4.325"
" 43/ 67/ 9 (C),0.000,-0.000,30.322,-17.873,-0.000,4.325"
" 43/ 67/ 13 (C),-0.000,-0.000,31.818,-22.307,-0.000,4.325"
" 43/ 67/ 14 (C),0.000,0.000,25.829,-11.523,0.000,4.325"
" 43/ 80/ 6 (C),0.000,-0.000,-26.358,-10.606,0.000,4.325"
" 43/ 80/ 7 (C),0.000,-0.000,-39.679,-15.973,0.000,4.325"
" 43/ 80/ 8 (C),0.000,-0.000,-28.955,-11.655,0.000,4.325"
" 43/ 80/ 9 (C),0.000,-0.000,-27.100,-10.906,0.000,4.325"
" 43/ 80/ 13 (C),-0.000,-0.000,-22.807,-2.821,0.000,4.325"
" 43/ 80/ 14 (C),0.000,0.000,-28.796,-17.941,-0.000,4.325"
" 44/ 47/ 6 (C),368.239,-4.466,-20.795,29.962,-6.375,2.800"
" 44/ 47/ 7 (C),548.888,-6.824,-31.420,45.265,-9.740,2.800"
" 44/ 47/ 8 (C),396.070,-4.975,-22.646,32.626,-7.102,2.800"
" 44/ 47/ 9 (C),376.190,-4.611,-21.324,30.723,-6.582,2.800"
" 44/ 47/ 13 (C),358.469,-1.379,-22.068,31.634,-2.140,2.800"
" 44/ 47/ 14 (C),366.081,-7.335,-18.728,27.149,-10.298,2.800"
" 44/ 80/ 6 (C),361.939,-4.466,-20.795,-28.263,6.131,2.800"
" 44/ 80/ 7 (C),540.383,-6.824,-31.420,-42.712,9.368,2.800"
" 44/ 80/ 8 (C),389.770,-4.975,-22.646,-30.783,6.827,2.800"
" 44/ 80/ 9 (C),369.890,-4.611,-21.324,-28.983,6.330,2.800"
" 44/ 80/ 13 (C),352.169,-1.379,-22.068,-30.157,1.722,2.800"
" 44/ 80/ 14 (C),359.781,-7.335,-18.728,-25.289,10.242,2.800"
" 45/ 78/ 6 (C),0.000,0.000,-30.332,85.078,0.000,2.775"
" 45/ 78/ 7 (C),0.000,0.000,-45.362,129.362,0.000,2.775"
" 45/ 78/ 8 (C),0.000,0.000,-31.862,92.200,0.000,2.775"
" 45/ 78/ 9 (C),0.000,0.000,-30.769,87.113,0.000,2.775"
" 45/ 78/ 13 (C),0.000,-0.000,-28.850,82.394,-0.000,2.775"
" 45/ 78/ 14 (C),0.000,0.000,-31.157,84.709,0.000,2.775"
" 45/ 79/ 6 (C),0.000,0.000,-83.663,-81.298,-0.000,2.775"
" 45/ 79/ 7 (C),0.000,0.000,-128.191,-124.498,-0.000,2.775"
" 45/ 79/ 8 (C),0.000,0.000,-92.118,-89.293,-0.000,2.775"
" 45/ 79/ 9 (C),0.000,0.000,-86.079,-83.583,-0.000,2.775"
" 45/ 79/ 13 (C),0.000,-0.000,-80.698,-77.542,0.000,2.775"
" 45/ 79/ 14 (C),0.000,0.000,-83.005,-81.629,-0.000,2.775"
" 46/ 72/ 6 (C),0.000,-0.000,7.957,0.469,-0.000,2.450"
" 46/ 72/ 7 (C),0.000,-0.000,11.724,0.770,-0.000,2.450"
" 46/ 72/ 8 (C),0.000,-0.000,8.561,0.543,-0.000,2.450"
" 46/ 72/ 9 (C),0.000,-0.000,8.130,0.491,-0.000,2.450"
" 46/ 72/ 13 (C),0.000,-0.000,4.053,5.032,-0.000,2.450"
" 46/ 72/ 14 (C),0.000,0.000,11.602,-4.124,0.000,2.450"
" 46/ 79/ 6 (C),0.000,-0.000,-16.723,-10.269,0.000,2.450"
" 46/ 79/ 7 (C),0.000,-0.000,-24.881,-15.347,0.000,2.450"
" 46/ 79/ 8 (C),0.000,-0.000,-18.220,-11.289,0.000,2.450"
" 46/ 79/ 9 (C),0.000,-0.000,-17.151,-10.560,0.000,2.450"
" 46/ 79/ 13 (C),0.000,-0.000,-20.177,-14.720,0.000,2.450"
" 46/ 79/ 14 (C),0.000,0.000,-12.628,-5.381,-0.000,2.450"
" 47/ 46/ 6 (C),451.853,-2.073,26.959,-38.569,-3.431,2.800"
" 47/ 46/ 7 (C),680.722,-3.116,41.224,-58.968,-5.156,2.800"
" 47/ 46/ 8 (C),489.718,-2.229,29.611,-42.358,-3.692,2.800"
" 47/ 46/ 9 (C),462.672,-2.118,27.717,-39.652,-3.506,2.800"
" 47/ 46/ 13 (C),443.017,-5.749,25.524,-36.629,-8.547,2.800"
" 47/ 46/ 14 (C),444.462,1.670,27.258,-38.886,1.797,2.800"
" 47/ 79/ 6 (C),445.553,-2.073,26.959,36.915,2.373,2.800"
" 47/ 79/ 7 (C),672.217,-3.116,41.224,56.461,3.569,2.800"
" 47/ 79/ 8 (C),483.418,-2.229,29.611,40.552,2.549,2.800"
" 47/ 79/ 9 (C),456.372,-2.118,27.717,37.955,2.423,2.800"
" 47/ 79/ 13 (C),436.717,-5.749,25.524,34.837,7.550,2.800"
" 47/ 79/ 14 (C),438.162,1.670,27.258,37.435,-2.879,2.800"
" 48/ 77/ 6 (C),0.000,-0.000,-6.582,58.089,-0.000,1.000"
" 48/ 77/ 7 (C),0.000,-0.000,-10.866,88.668,-0.000,1.000"
" 48/ 77/ 8 (C),0.000,-0.000,-8.523,63.553,-0.000,1.000"
" 48/ 77/ 9 (C),0.000,-0.000,-7.137,59.650,-0.000,1.000"
" 48/ 77/ 13 (C),0.000,-0.000,-4.959,58.075,-0.000,1.000"
" 48/ 77/ 14 (C),0.000,-0.000,-7.374,55.760,-0.000,1.000"
" 48/ 78/ 6 (C),0.000,-0.000,-17.978,46.012,0.000,1.000"
" 48/ 78/ 7 (C),0.000,-0.000,-28.271,69.422,0.000,1.000"
" 48/ 78/ 8 (C),0.000,-0.000,-21.210,48.921,0.000,1.000"
" 48/ 78/ 9 (C),0.000,-0.000,-18.901,46.843,0.000,1.000"
" 48/ 78/ 13 (C),0.000,-0.000,-16.078,47.753,0.000,1.000"
" 48/ 78/ 14 (C),0.000,-0.000,-18.492,43.024,0.000,1.000"
" 49/ 71/ 6 (C),-0.000,-0.000,32.723,-20.723,-0.000,2.450"
" 49/ 71/ 7 (C),-0.000,-0.000,50.207,-31.673,-0.000,2.450"
" 49/ 71/ 8 (C),-0.000,-0.000,36.168,-22.731,-0.000,2.450"
" 49/ 71/ 9 (C),-0.000,-0.000,33.707,-21.297,-0.000,2.450"
" 49/ 71/ 13 (C),-0.000,-0.000,31.485,-20.327,-0.000,2.450"
" 49/ 71/ 14 (C),-0.000,0.000,32.483,-20.259,0.000,2.450"
" 49/ 78/ 6 (C),-0.000,-0.000,3.264,23.360,0.000,2.450"
" 49/ 78/ 7 (C),-0.000,-0.000,4.528,35.377,0.000,2.450"
" 49/ 78/ 8 (C),-0.000,-0.000,2.932,25.167,0.000,2.450"
" 49/ 78/ 9 (C),-0.000,-0.000,3.169,23.876,0.000,2.450"
" 49/ 78/ 13 (C),-0.000,-0.000,2.836,21.715,0.000,2.450"
" 49/ 78/ 14 (C),-0.000,0.000,3.834,24.231,-0.000,2.450"
" 50/ 45/ 6 (C),12.096,11.731,13.969,-20.256,17.826,2.800"
" 50/ 45/ 7 (C),16.038,17.826,21.428,-31.069,27.093,2.800"
" 50/ 45/ 8 (C),9.590,12.769,15.475,-22.439,19.409,2.800"
" 50/ 45/ 9 (C),11.380,12.027,14.400,-20.880,18.278,2.800"
" 50/ 45/ 13 (C),11.737,10.415,12.109,-17.572,15.883,2.800"
" 50/ 45/ 14 (C),13.529,12.601,15.184,-22.005,19.091,2.800"
" 50/ 78/ 6 (C),5.796,11.731,13.969,18.857,-15.020,2.800"
" 50/ 78/ 7 (C),7.533,17.826,21.428,28.930,-22.820,2.800"
" 50/ 78/ 8 (C),3.290,12.769,15.475,20.892,-16.345,2.800"
" 50/ 78/ 9 (C),5.080,12.027,14.400,19.439,-15.398,2.800"
" 50/ 78/ 13 (C),5.437,10.415,12.109,16.332,-13.280,2.800"
" 50/ 78/ 14 (C),7.229,12.601,15.184,20.510,-16.191,2.800"
" 51/ 76/ 6 (C),0.000,0.000,45.067,-11.726,0.000,2.150"
" 51/ 76/ 7 (C),0.000,0.000,68.850,-17.998,0.000,2.150"
" 51/ 76/ 8 (C),0.000,0.000,49.550,-12.854,0.000,2.150"
" 51/ 76/ 9 (C),0.000,0.000,46.348,-12.048,0.000,2.150"
" 51/ 76/ 13 (C),0.000,0.000,44.697,-11.549,0.000,2.150"
" 51/ 76/ 14 (C),0.000,0.000,43.516,-11.419,0.000,2.150"
" 51/ 77/ 6 (C),0.000,0.000,18.177,58.384,-0.000,2.150"
" 51/ 77/ 7 (C),0.000,0.000,27.629,89.093,-0.000,2.150"
" 51/ 77/ 8 (C),0.000,0.000,19.515,63.839,-0.000,2.150"
" 51/ 77/ 9 (C),0.000,0.000,18.559,59.943,-0.000,2.150"
" 51/ 77/ 13 (C),0.000,0.000,18.481,58.420,-0.000,2.150"
" 51/ 77/ 14 (C),0.000,0.000,17.300,56.010,-0.000,2.150"
" 52/ 74/ 6 (C),-0.000,0.000,68.803,-14.447,0.000,1.175"
" 52/ 74/ 7 (C),-0.000,0.000,105.514,-22.059,0.000,1.175"
" 52/ 74/ 8 (C),-0.000,0.000,76.356,-15.947,0.000,1.175"
" 52/ 74/ 9 (C),-0.000,0.000,70.961,-14.876,0.000,1.175"
" 52/ 74/ 13 (C),0.000,0.000,67.448,-14.011,0.000,1.175"
" 52/ 74/ 14 (C),-0.000,-0.000,66.921,-14.241,-0.000,1.175"
" 52/ 76/ 6 (C),-0.000,0.000,55.855,60.019,-0.000,1.175"
" 52/ 76/ 7 (C),-0.000,0.000,85.767,92.275,-0.000,1.175"
" 52/ 76/ 8 (C),-0.000,0.000,61.958,66.731,-0.000,1.175"
" 52/ 76/ 9 (C),-0.000,0.000,57.599,61.937,-0.000,1.175"
" 52/ 76/ 13 (C),0.000,0.000,54.811,59.006,-0.000,1.175"
" 52/ 76/ 14 (C),-0.000,-0.000,54.284,58.156,0.000,1.175"
" 53/ 74/ 6 (C),0.000,0.000,-64.538,66.563,0.000,1.800"
" 53/ 74/ 7 (C),0.000,0.000,-99.504,102.609,0.000,1.800"
" 53/ 74/ 8 (C),0.000,0.000,-72.054,74.296,0.000,1.800"
" 53/ 74/ 9 (C),0.000,0.000,-66.686,68.773,0.000,1.800"
" 53/ 74/ 13 (C),0.000,-0.000,-62.416,65.547,-0.000,1.800"
" 53/ 74/ 14 (C),0.000,0.000,-63.440,64.266,0.000,1.800"
" 53/ 75/ 6 (C),0.000,0.000,-91.713,-77.144,-0.000,1.800"
" 53/ 75/ 7 (C),0.000,0.000,-141.646,-119.328,-0.000,1.800"
" 53/ 75/ 8 (C),0.000,0.000,-102.717,-86.554,-0.000,1.800"
" 53/ 75/ 9 (C),0.000,0.000,-94.857,-79.833,-0.000,1.800"
" 53/ 75/ 13 (C),0.000,-0.000,-88.843,-73.567,0.000,1.800"
" 53/ 75/ 14 (C),0.000,0.000,-89.867,-76.690,-0.000,1.800"
" 54/ 70/ 6 (C),0.000,-0.000,-47.426,33.716,-0.000,1.275"
" 54/ 70/ 7 (C),0.000,-0.000,-72.917,51.911,-0.000,1.275"
" 54/ 70/ 8 (C),0.000,-0.000,-52.789,37.589,-0.000,1.275"
" 54/ 70/ 9 (C),0.000,-0.000,-48.958,34.822,-0.000,1.275"
" 54/ 70/ 13 (C),0.000,-0.000,-48.342,32.099,-0.000,1.275"
" 54/ 70/ 14 (C),0.000,0.000,-44.210,33.673,0.000,1.275"
" 54/ 75/ 6 (C),0.000,-0.000,-63.768,-37.825,0.000,1.275"
" 54/ 75/ 7 (C),0.000,-0.000,-98.146,-58.184,0.000,1.275"
" 54/ 75/ 8 (C),0.000,-0.000,-71.155,-42.181,0.000,1.275"
" 54/ 75/ 9 (C),0.000,-0.000,-65.879,-39.070,0.000,1.275"
" 54/ 75/ 13 (C),0.000,-0.000,-64.251,-40.313,0.000,1.275"
" 54/ 75/ 14 (C),0.000,0.000,-60.119,-33.471,-0.000,1.275"
" 55/ 42/ 6 (C),661.012,-11.494,26.703,-39.194,-17.112,2.800"
" 55/ 42/ 7 (C),1005.730,-17.705,41.344,-60.677,-26.340,2.800"
" 55/ 42/ 8 (C),720.625,-12.848,30.016,-44.041,-19.110,2.800"
" 55/ 42/ 9 (C),678.044,-11.881,27.650,-40.579,-17.683,2.800"
" 55/ 42/ 13 (C),652.449,-12.462,25.611,-38.022,-18.186,2.800"
" 55/ 42/ 14 (C),644.027,-9.946,26.375,-38.289,-15.182,2.800"
